,text,sentiment
884,"""Nie polecam, po zwrocie czekałam prawie miesiąc na zwrot pieniędzyi pisałam kilka razy , nie polecam szkoda nerwów. """,negative
885,"""Towar wysłany dopiero po tygodniu po mojej interwencji.""",negative
886,"""Tafla szkła na okapie zamontowana baaardzo krzywo, wentylator wydaje dźwięk chrobotania""",negative
887,"""Po odstąpieniu od umowy sprzedaży/kupna, sprzedający nie chciał mi oddać pieniędzy. Przelew zwrotny otrzymałem dopiero po interwencji Allegro. Odradzam zakupy w tym sklepie. Szkoda nerwów i straconego czasu. """,negative
888,"""Dzbanek dotarł uszkodzony, reklamację uwzględniono. Uzgodniliśmy wymianę na towar pełnowartościowy, po długim okresie oczekiwania okazało się, że towar jest niedostępny pomimo wcześniejszego zapewnienia, że z wymianą nie będzie problemu. """,negative
889,"""Sprzedający dramat. Jakość obsługi zła, brak możliwości kontaktu telefonicznego( dodzwonienie się na infolinię graniczy z cudem). Nie polecam!!""",negative
890,"""Towar dostarczony w po części. Bardzo trudny kontakt ze sprzedawcą. Długie oczekiwanie na odpowiedź poza allegro. Musiałem skorzystać z pomocy allegro aby otrzymać konkretne informacje odnośnie zamówienia. Zrezygnowałem z dostarczenia brakujące części zamówienia ze względu na przedłużający się czas realizacji. Koszty brakujące części zamówienia zwrócone nadzwyczaj szybko. """,negative
891,"""Na innych aukcjach można było zauważyć że wysyłają używany, wyświetlacz porysowany itd... dlatego zdecydowałem sie na sklep który raczej mnie nie zawodził OleOle lecz jak się okazało dostałem towar najprawdopodobniej używany, po zwrocie z porysowanym ekranem!A miał być to prezent, lecz muszę odsyłać na własny koszt to badziewie! Nie polecam""",negative
892,"""Pierwszy raz od 16 lat na Allegro wystawiam ocenę negatywną. Od zakupu minął ponad miesiąc. Próby kontaktu telefonicznego i mailowego są nieskuteczne - sprzedawca nie odpowiada. Otwarcie dyskusji przez Allegro też nie przynosi efektów - po ponad tygodniu od jej otwarcia nadal nie mam wyjaśnień ani zwrotu pieniędzy. Allegro odmawia zwrotu z programu ochrony, a ja nie mam ani klawiatury, ani pieniędzy-nie polecam""",negative
893,"""Otrzymałam niekompletne zamówienie- brak czarnego tuszu. Sprawa ciągnęła się 2 tygodnie. Po 2 tygodniach, po wielu wysłanych mailach, po kilku telefonach na infolinię i dopiero gdy rozpoczęłam dyskusję na allegro otrzymałam zwrot środków. """,negative
894,"""Telewizor od nowości zawieszony na logo . Żona nie ogarnęła i postanowiła odesłać . Zwrot pieniędzy po interwencji oczywiście po przekroczonym terminie . Podejrzewam ze to jakiś outletowy produkt mi się trafił """,negative
895,"""Dobra cena, szybka wysyłka - to na plus. Na Minus: zamówienie przyszło w torbie foliowej, bez zapezpieczeń. Opakowanie uszkodzone i otwarte - na oko w wyniku rzucania, nie otwarcia przez kogoś. Obsługa klienta to dramat. Zgłoszenie reklamacyjne online bez odpowiedzi. Infolinia informuje tylko, że trzeba czekać na maila. Maile zdawkowe bez konkretów. Ostatecznie zaproponowano mi nieduży rabat, ale na jego przelew czekam kilka tygodni. Nie polecam i nie skorzysam ponownie. """,negative
896,"""Opcja wniesienie i ustawienie to kpina biorą kasę a nawet wstępnie nie ustawia sprzętu """,negative
897,"""Zamówiłem TV do pokoju dzieci w związku z pandemią. TV przyszedł uszkodzony i od ponad 3 tygodni czekam na wymianę. Na infolinii brak osoby, która wiedziałaby co dzieje się z moim zgłoszeniem i kiedy moje zgłoszenie zostanie zrealizowane: ""przepraszamy, proszę czekać, nie wiem ile to potrwa"". Nie miałem szansy przetestować TV, okres zwrotu minął. Sam proces wysyłki po sprzedaży bardzo szybki, ale jak trzeba coś naprawić to już klient się nie liczy. Obsługa posprzedażowa naganna, więc nie polecam""",negative
898,"""Wszystko ok.""",negative
899,"""Drukarka przyszła uszkodzona, qymiellnili na nową po 15 dniach od momentu zwrócenia im towaru. Proces reklamacyjny tragedia, nie polecam nikomu. Dzwoniąc na infolinię nikt nic nie wie. W 14stym dniu dzwoniąc dowiedziałam się że decyzja już była podjęta na drugi dzień od momentu otrzymania drukarki, ale nikt nie raczył pchnąć tego dalej. szkoda czasu """,negative
900,"""Mixer przyszedł uszkodzony, dodzwonienie się na infolinię graniczy cudem, ponad godzina oczekiwania. Musiałem odesłać sprzęt na wlasny koszt po czy miano zwrócić mi za przesyłkę. Wysyła maile, brak odpowiedzi brak pieniędzy. Sugeruję zastanowić sie nad zakupem u tego dostawcy """,negative
901,"""Zapłaciłem dodatkowo za funkcje wniesienia i ustawienia lecz usługa ta nie została wykonana Lodówka została postawiona przed drzwiami domu""",negative
902,"""Niestety OLe Ole sprzedaje coś czego nie posiada tragedia nie polecam, nigdy nie kupię u nich niczego trzymajcie się z dala od tej firmy, chciałem kupić dysk z szybkim odbiorem osobistym, gdyż zależało mi na czasie i po dwóch dniach Państwo z Ole Ole wysyłają mi wyluzowani , że anulują zamówienie bo nie mają tego co wystawiają na aukcji, żenada nie polecam""",negative
903,"""Brak jakiejkolwiek komunikacji w firmie. Nikt nic nie wie a przesyłka dotarła tylko dlatego ponieważ allegro zareagowało. Niestety dostawa zamiast 2-3 dni trwała miesiąc co jest karygodne przy tak dużej firmie. Nigdy więcej już nic nie zamówię od Oleole""",negative
904,"""Słuchawki wystawione jako nowe, a na ich pudełku zdarta do połowy naklejka z napisem „Powystawowy 2019”. Miały przytłumiony dźwięk. Aby dodzwonić się do biura obsługi klienta trzeba bardzo długo czekać pomimo że jest się pierwszym w kolejce, a gdy zadzwoniłem pod ten sam numer z innego telefonu byłem już 7 w kolejce. """,negative
905,"""Dzbanek nie przyszedł. Firma do dziś nie napisała co się stało... ogólnie nie polecam. Tylko stracone pieniądze! """,negative
906,"""Brak kontaktu ze sprzedawcą, zwrotu wpłaconej kwoty nie ma do tej pory (od 3 tygodni) mimo że nawet nie otrzymałem towaru (nawet nie wysłali).""",negative
907,"""Nie uznali zwrotu""",negative
908,"""telewizor po wlaczeniu ma uszkodzony ekran, zglosilam, czekam, i nic""",negative
909,"""Zamówienie, które zastało złożone i zapłacone 20.03.2020 nadal nie zostało dostarczone, a jest 08.05.2020 rok. Na maile nikt nie odpowiada, dwukrotnie składałam zgłoszenie telefonicznie, za każdym razem słyszę, że zgłoszenie wykonano. Zapewniano mnie o ponowieniu zamówienia i nadal nic. Stanowczo NIE polecam. """,negative
910,"""Minutę po zakupie wysłałem dane do wystawienia faktury. Niestety odpowiedź od sprzedającego przyszła później niż zamawiany przedmiot, przez co faktura wystawiona została na inny podmiot co powoduje problemy księgowe. W odpowiedzi na maila informacja że faktura nie może zostać zmieniona :/ TRAGEDIA""",negative
911,"""brak faktury vat""",negative
912,"""UWAGA!!!  produkt dotarł w oryginalnym opakowaniu , które było uszkodzone i otwarte!!!!(bez zapakowania w zewnętrzny karton czy chociażby owiniecia w folię!) w środku był uszkodzony styropian!!! prosiłem o wyjaśnienia- musiałem wysyłać po kilka razy te same maile i zdjęcia   uszkodzeń,  żeby na koniec dowiedzieć się że wszystko jest w porządku- obsługa sklepu godna sklepu garażowego, a nie tak dużego sklepu internetowego!! mam nadzieję że zmienią podejście do klienta!""",negative
913,"""Jawna kpina! Okap dotarł fatalnie zapakowany, w środku pokruszony steropian. Połowa okapu wgnieciona, połamane zabezpieczenia. Wygląda jak towar z odrzutu. Kontakt tragiczny. Absolutnie nie polecam zakopow w tym sklepie! """,negative
914,"""Towar miał być nieuszkodzony, ale był. Odkurzacz przyjechał z połamanym uchwytem. Po niemiłej rozmowie z konsultantem sklepu, który wpierał mi, że to ja uszkodziłam sprzęt, powiedział, że mogę odesłać odkurzacz na swój koszt i w serwisie ocenią czy to ja połamałam uchwyt czy jednak nie i ewentualna naprawa na mój koszt... Szkoda gadać. Tak poza tym odkurzacz działa bez zarzutu. """,negative
915,"""ok polecam""",negative
916,"""Nie polecam, przesyłka od 18.04 oczekuje na nadanie - komedia. Wysłałem zapytanie czy mają zamiar wysłać, zero odzewu. Dno. Zrezygnowałem.""",negative
917,"""sprzedawca domaga się dopłaty mimo że było zakupione w smart """,negative
918,"""Fatalne pakowanie, towar doszedł uszkodzony, długi i oporny proces wymiany na nowy. Fatalny kontakt mailowy. Nie polecam""",negative
919,"""Fatalnie zapakowana przesyłka. To jest dysk twardy a nie kamień. Nie długo będziecie wysyłać w dziurawych jednorazowych torebkach foliowych.""",negative
920,"""Suszarka nadaje się tylko na bieliznę na inne ciuchy jest za delikatna """,negative
921,"""Patelnia uszkodzona, zgłaszałem sprawę- odzewu brak. Byłem stałym klientem, na pewno już nie będę.""",negative
922,"""Sprzedają produkt którego nie mają po czym anulują zamówienie. A produkt nadal dostępny na allegro. Zwrot kasy też z opóźnieniem - wpierw niby na konto (podałem numer konta) ... a jak upomniałem się po kilku dniach to dopiero wtedy zrobili zwrot ... i bez problemu udało się przez PayU. Obsługa odpisuje wybiórczo na pytania zadawane w mailach.""",negative
923,"""Towar niedostarczony. Brak kontaktu pomimo wysłania kilku maili. Interwencja na infolinię bezskuteczna. Obiecywano sprawdzenie na magazynie status wysyłki, bezskutecznie. Po interwencji Allegro zwrócono pieniądze.""",negative
924,"""Niestety wysyłka w 24h nie nastąpiła. Proces reklamacyjny to żart. Co rozmowa z konsultantem na infolinii to podawane inne informacje. Niestety nie skorzystam już z zakupów u Państwa. """,negative
925,"""Sprzęt przyszedł źle zapakowany i uszkodzony z winy sprzedawcy, nie nadawał się do użytku, rozwiązywanie sprawy reklamacji trwało bardzo długo, a dodzwonienie się do obsługi klienta za każdym razem trwało ponad 1,5 godziny i dziwnym trafem na cztery razy jak dzwoniłam, cztery razy byłam dziewiąta w kolejce do połączenia. Nigdy więcej nie kupię w oleole""",negative
926,"""Jeśli chodzi o produkt w środku to jest ok.Natomiast opakowanie produktu dostałam bardzo zniszczone, więc przesyłka była bardzo słabo zabezpieczona.Ta myjka była dla kogoś na prezent i naprawdę było mi głupio dać w takim opakowaniu, ale już nie miałam czasu na odesłanie.Do tego na opakowaniu była duża naklejka informująca,że można dostać rabat jak się zarejestruje do 31.12.2019! Naklejka była tak przyklejona, że nie dało się jej odlepić. I z tego powodu znowu się czułam niezręcznie dając prezent""",negative
927,"""Przedmiot miałam otrzymać do 25.03 ale nie pojawił się nr przesyłki wysłałam maila, na którego nie dostałam odpowiedzi, 26.03 dzwonię na infolinię po 40 min. konsultantka mówi że wyjaśni sprawę i będzie się kontaktować, oczywiście kontaktu brak, 27.03 to samo, z tą różnicą, że zgłoszenia z dnia przedniego nie było. Po weekendzie kontaktu brak! Dzwonię i słyszę po raz 3 to samo! Że mogą zapytac, a najlepiej żebym sama maila wysłała! To są żarty i bezczelność, poprosiłam o interwencję Allegro.""",negative
928,"""Nie polecam 2 raz dostałam uszkodzony produkt. Producent nie potrafi zadbać o to aby produkt był wysokiej jakości i bez uszkodzeń. Jestem wręcz zawiedziona. Nie polecam żadnych produktów od tego sprzedawcy ponieważ nie potrafi zadbać o odpowiednie zapakowanie aby produkt się nie zniszczył.  """,negative
929,"""Sposób zapakowania to jakiś żart. Suszarka owinięta kartonem i to by było na tyle. Owinięcie w taki sposób, że suszarka tylko w folii producenta wystaje poza obrys ""opakowania"". Nic więc dziwnego, że wystające elementy plastikowe zostały porysowane w transporcie. Zwracać/reklamować nie ma sensu, bo to tylko suszarka i nie musi wyglądać, ale mimo wszystko jakieś standardy pasowało by mieć.""",negative
930,"""Wszystko byłoby w porządku gdyby nie fakt fatalnego zabezpieczenia produktów w przesyłce. Środek do czyszczenia wraz z dyskiem SSD został wrzucony do kurierskiej torby foliowej luzem w wyniku czego mogły swobodnie przemieszczać się w wewnątrz tego worka. Konsekwencją takiego zapakowania był fakt otrzymania dysku w kąpieli z płynu.  Na plus trzeba zaznaczyć, że sprzedający bez żadnych obiekcji przyjął zwrot z tytułu rękojmi, ale nie sposób pominąć tak jawnego uchybienia przy pakowaniu.""",negative
931,"""telewizor spełniał swoją funkcję przez 6 dni, później przestał się włączać i teraz od blisko 2 tygodni stoi i czeka aż wreszcie serwis TCL zareaguje na złożoną reklamację.""",negative
932,"""Uwaga na reklamowane towary od tego kupującego - czas naprawy reklamacyjnej zakupionej lodówki trwa już około miesiąca bez skutki""",negative
933,"""Omijać z daleka! Zapłaciłem za dzbanek Marella niebieski i 10 filtrów. Dostałem dzbanek Aluna biały (tańszy, wielki i mniej funkcjonalny) i 7 filtrów. Zgłosiłem reklamację. Po dwóch tygodniach odpowiedź, że odpowiedzi nie ma. W porządnych firmach nad stołem do pakowania wisi kamera i nagrywa, co dla jakiego klienta się pakuje, a odpowiedź na taką reklamację dostaje się w ciągu jednego dnia. Kamera się zepsuła czy jej nie ma? Czy może żniwa w e-commerce i sprzedajemy, kasę bierzemy i kropka?""",negative
934,"""Towar zgodny znopisem- niestety nie czytają wiadomości do sprzedającego przez co produkty zakupione na firmę przyszły na osobę fizyczna i jestem  stratna . Nie polecam """,negative
935,"""Przesyłka dotarła do mnie niekompletna, brakowało miksera. Na dosłanie zamowienia czekałam ponad 2 tygodnie""",negative
936,"""Sprzedający podaje informacje, że wysyła towar w przeciągu 24h, a na telefon musiałem czekać tydzień, dopiero dzisiaj dotarł, a miał być jako prezent na urodziny, które były podczas weekendu. Masakra, dopiero interwnencja przez Allegro pomogła. Kilj razu dokonałem zakupu w Ole Ole i ten był ostatni raz. Nigdy więcej.  Zapewnienia na infolinii, że telefon już jest wysłany, pomimo tego, że ciągle nie był. """,negative
937,"""Dysk przyszedl nie sprawny . Procedura reklamacyjna to jakis koszmar. Najpierw tydzien mailowania i onformacji ze reklamacja w toku. Potem kontakt sie urwal. Porwocil w sporze allegro z informacja ze nikt nic nie wie o mojej reklamacji""",negative
938,"""Otrzymałam zupełnie inny towar niż zamówiłam, w ostateczności okazało się że nie zostanie mi wysłąny właściwy więc niepotrzebnie czekałam.""",negative
939,"""Bardzo długa dostawa,złe zabezpieczona,drążek poguety""",negative
940,"""Finalnie po zakupie nie otrzymałam towaru. Miał być dostarczony po 2 dniach od zakupu, a dopiero po interwencji Allegro finalnie otrzymałam informacje, ze towar gdzieś został pomylony i nie wysłany. W tym przypadku nie polecam. """,negative
941,"""Kontakt przez wiadomosci email zerowe , odpowiedz co 5 dni.Infolinia sprawna pozatym ze nic z niej sie nie dowiesz.Dostalem sluchawki ktore nie chcialy sie ladowac,a procedura zwrotu trwala miesiac,odradzam korzystania z tego sklepu.""",negative
942,"""Poprosiłem o wystawienie faktury i już czwarty dzień spędzam po pół godziny na infolinii, Panowie deklarują że zamówienie skorygują a potem nie koryguja """,negative
943,"""Otrzymałem nie swoją płytę, spędziłem już kilka razy po pół godziny na infolinii, nadal problem nie jest rozwiązany """,negative
944,"""Pomimo upływu 14 dni nie otrzymałam środków za zwrot, jedynie korektę faktury. Kilkukrotnie kontaktowałam się, w tym telefonicznie - otrzymałam zapewnienie, że przelew został zatwierdzony i odpowiedni dział wykona go. Poza tym dysk wrzucony do koperty bąbelkowej. To jest dysk twardy, należy obchodzić się z nim starannie. Na drugi raz proponuję zapakować w foliową reklamówkę. """,negative
945,"""Towar przyszedł w opłakanym stanie, uszkodzony karton, bez taśmy, bez plomby - tylko naklejka z listem na karton fabryczny (może to towar po zwrocie? - nie wiadomo). Każdy mógł to otworzyć/wyjąć elementy z wysyłki. Zgłosiłem fakt (Zgł. nr: 2020042710039962) i odpisali tak:  ""Zam. są wysyłane w opak. producenta ze względu na najwyższą formę zabezp. towaru. W naszych aukcjach nie ma też informacji o dodatkowym opakowaniu produktów."" - o braku zabezp. towaru do wysyłki też nie ma mowy w opisie...""",negative
946,"""Pralka przybyła uszkodzona miesiąc walczę o wymianę nie polecam tego sprzedawcę """,negative
947,"""Przyszła do mnie klawiatura z europejskim układem klawiszy mimo reklamowanego układu amerykańskiego. Po zgłoszeniu problemu uzgodniłem ze sklepem wymianę na właściwy model po czym przysłali mi dokładnie taką samą. Dodam jeszcze, że kontakt był utrudniony ze względu na tragiczny czas odpowiedzi lub ich brak.""",negative
948,"""Najgorsza obsługa w historii moich zakupów na Allegro. Czekałem na paczkę miesiąc, byłem ciagle zbywany. Nigdy więcej nie zrobię zakupów w tym sklepie.""",negative
949,"""Kawa była zapakowana w zwykły foliopak bez żadnego zabezpieczenia i opakowanie zostało uszkodzone. Bardzo problematyczna reklamacja - fatalny kontakt przenoszony z Allegro na obsługę klienta ze sklepu. W konsekwencji kilka kanałów komunikacji, które nie były ze sobą powiązane - ustalenia z maili Allegro musiały być potwierdzane w osobnej komunikacji ze sklepu. Każdy mail wymagał kilku dniu na reakcję. Ponad miesiąc próbowałem odzyskać środki za nieudany zakup. """,negative
950,"""Udany zwrot pieniędzy. Poza tym nie polecam. """,negative
951,"""Z jednej strony obtłuczona. Ewidentnie komuś spadła. Dziwne ze nikt przy pakowaniu nie zauważył. """,negative
952,"""3tyg oczekiwania na wysyłkę przesyłki.  zrezygnowalam. poprosiłam o zwrot pieniędzy """,negative
953,"""Odkurzacz przyszedł uszkodzony fabrycznie i nie udało się go wymienić. Wysłali go do naprawy i odesłano go z serwisu bez turboszczotki. """,negative
954,"""Toner uszkodzony """,negative
955,"""Tak ważne i drogie rzeczy jak procesor oraz płyta główna dotarły do paczkomatu luźno zapakowane - jedynie w foliową torebkę. Żadnych zabezpieczeń. Pudełka były poobijane. Mogło skończyć się uszkodzeniem, na szczęście nie doszło do zniszczenia przedmiotów. """,negative
956,"""Towar bez zapakowania. Nie polecam""",negative
957,"""Bardzo słabo zapakowane. Zamówiony towar miał być na prezent... Odradzam""",negative
958,"""Towar otrzymałam uszkodzony. Po ponad dwóch tygodniach uznano reklamację, kurier odebrał uszkodzony dzbanek, a nowego ani widu ani słychu. Fatalna obsługa ze strony sklepu.""",negative
959,"""Dostał rozwalona paczkę płyny wylane cała paczka zalana brak wiadomość konkretu od sprzedawcy ani zwrotu płatności NIE POLECAM!!!!!! """,negative
960,"""Niestety pierwszy raz muszę wystawić  negatywną ocenę. Otrzymałam  nie kompletną  przesyłkę,  w żaden sposób nie mogłam wyegzekwować  u sprzedającego dosłania reszty zamówienia. Ciągle  byłam  zbywana. Dopiero interwencja allegro sprawiła  że po 2 tygodniach dostałam resztę  zamówienia.  Pierwszy raz spotkałem się z taką  opieszałością sprzedającego. """,negative
961,"""Przed zakupem elektroniki zastanówcie się dobrze - zakupiony dysk wrzucony w folię kurierską bez żadnych zabezpieczeń. Nie trudno się domyśleć że dysk doszedł uszkodzony. uszkodzonego dysku oczywiście nie wymienili, musiałem fatygować się żeby odesłać im uszkodzony dysk... Obsługa i kontakt fatalny. Klienta mają gdzieś. Odpowiedzi na zasadzie kopiuj wklej. Zakupu dokonałem 1.04.2020, zwrot pieniędzy otrzymałem 30.04.2020. Nie warto tracić czasu i nerwów. Przestrzegam wszystkich.""",negative
962,"""Dramat!!! Towar otrzymałam po...miesiącu... Rozmowy z przedstawicielami sprzedającego to gotowy scenariusz ""nowej"" komedii Stanisława Barei.""",negative
963,"""Z wielką przykrością muszę wystawić 1 negatywną opinie na allegro... A kupuję bardzo często.  Przesyłka opłacona z góry, czas na dostawę do paczkomatu max 3dni, a ja czekałam 30 dni. Gdyby nie moje telefony co 2-3 dni to do tej pory pewnie nie otrzymałabym swojego towaru. """,negative
964,"""Zakupiłam czajnik który do wysyłki nie został zapakowany w jakikolwiek karton ochronny lub folię. Czajnik był w zwykłym cienkim kartoniku firmowym Bosha - czyli tak jak stoi w sklepie z doklejoną etykietą. Nawet nie był sklejony taśmą samoprzylepną. Wiadomo że tak cienki karton nie przetrwa podróży. Po otwarciu paczkomatu ukazało mi się rozwalone, otwarte opakowanie. Całe szczęście że produkt nie był uszkodzony. """,negative
965,"""koszmarnie długi czas oczekiwania na wysyłę ,mocno ograniczony kontakt ze sprzedajacym.""",negative
966,"""Czas oczekiwania na zamówienie 2,5 tygodnia.   Masakra! Bardzo słaba komunikacja @""",negative
967,"""Niestety potwierdzają się wcześniejsze opinie kupujących. Kontakt ze sprzedawcą pozostaje w zasadzie bez odpowiedz dopóki nie zainterweniuje samo Allegro. Tłumaczenie abstrakcyjne- ponoć system nie zaewidencjonował mojego zamówienia.   """,negative
968,"""Kupiłem Pamięć RAM Crucial DDR4 2x 8GB 2666 CL19 16GB  2 st - dostałem tylko jedna. Dyskusja toczyła się prawie 2 tygodnie po czym zrobili zwrot kosztów. Za ten czas cena na pamięć wyrosła. Nie polecam""",negative
969,"""Zamówiłem i opłaciłem aparat 22 marca do dnia dzisiejszego go nie otrzymałem, po telefonie jaki wykonałem 2 tygodnie temu Pani powiedziała ze na dniach będą wysyłane zamówienia, no niestety chyba mnie wyrolował, gdyż dalej go nie posiadam...""",negative
970,"""Koszt wysyłki 5 gwiazdek bo nic nie przysłali. Dwa tygodnie (poprzez dyskusje allegro) mydlenia oczu odpowiedziami typu ""twoja przesyłka jest dla nas najważniejsza i ma status priorytetowy"", a na mejla poza dyskusją otrzymałem odpowiedź po miesiącu. Sprzedawca po dwu tygodniach z przykrością stwierdził, że nic z kupowanych rzeczy nie mają na stanie. Może mają i tanio ale kupowanie u tego sprzedawcy to loteria. Polecam osobą lubiącym hazard i ten dreszczyk emocji ""kupiłem towar czy pustą paczkę"".""",negative
971,"""Nigdy więcej zakupów w tym sklepie. Szczegóły we wszystkich negatywnych komentarzach.""",negative
972,"""Telewizor się zacina i sam wyłącza, ewidentenie jest uszkodzony, po wyłączeniu go i ponownym włączeniu nie ma głosy i trzeba za kazdym razem wchodzić w ustawienia dekodera i ustawiać częstotliwość głosu bo telewizor je za każdym razem restsrtuje. Sztraszna tandeta nawet nie wart tych pieniędzy chociaż niewiele kosztuje. """,negative
973,"""Nie polecam i radzę uważać! Towar nie został wysłany. Sprzedawca nie odpowiadał na wiadomości. Dopiero po interwencji z Allegro udało się nawiązać kontakt i odzyskać zwrot pieniędzy.""",negative
974,"""Otrzymałem produkt z odklejoną plombą. Po kontakcie ze sklepem dostałem informację, iż otrzymam nowy sprzęt. Najpierw sklep przysłał kuriera po słuchawki z zepsutą plombą. Sklep wysłał mi kolejne słuchawki jak potwierdził, iż otrzymał odesłane słuchawki. Kurier przyjechał 15 kwietnia z nowymi słuchawkami (zamówienie z 30 marca) w których znowu była zerwana/nieumiejętnie przyklejona plomba. Reklamacja była bezużyteczna. Poprosiłem o zwrot gotówki. Przelew wpłynął 28 kwi (zamówienie z 30 marca...)""",negative
975,"""Dysk zakupiony 1 kwietnia. 3go przyjeżdża nie to co zamawiałem (ciesz się osobo, która dostałaś ssd zamiast ładowarki do telefonu). Po długich dyskusjach i przyznaniu się do ""błędu logistycznego"" przy jednoczesnym zrzucaniu winy na ""sytuację w kraju i na świecie"", 14go kwietnia(!) kurier zabiera tą rzecz. Ja finalnie 18go dnia po zakupie rezygnuję z zakupu. """,negative
976,"""Próbują stawiać dodatkowe warunki przy odstąpieniu od umowy. Nie zwracają pieniędzy w terminie.""",negative
977,"""zle zapakowane.wszystko przeszło uszkodzone.opakowanie popekane na drobne kawałki tylko nadale sie do smieci""",negative
978,"""Bardzo kiepski kontakt ze sprzedającym. Oczekiwanie na towar 3 tygodnie. Sklep nie umiał udzielić odpowiedzi co się stało z zakupem. 3 tygodnie drukowałam dokumenty u obcych ludzi bo mój zakupiony tusz zaginął...i codziennie czekałam że dojdzie. """,negative
979,"""Czas wysyłki to 24 godziny, mijaj kolejny dzień a nadal nawet przesyłka nie jest nadana! Gdybym wiedział że mają takie podejście to kupiłbym gdzieś indziej. Teraz wiem że nie na darmo mają tyle negatywów.""",negative
980,"""Oczekiwanie na zwrot środków - ponad miesiąc, tragiczny kontakt. """,negative
981,"""grę zakupiłam u tego sprzedawcy tylko i wyłącznie ze względu na możliwość jej odbioru w punkcie już następnego dnia. okazało się, że opis na aukcji opisem, a w rzeczywistości zamówienia można odebrać po 2-3 dniach, stąd komentarz negatywny z mojej strony.""",negative
982,"""Produkt zapakowany jedynie w pudełku od producenta. Opakowanie mocno zniszczone. Jeśli by mi się nie śpieszyło zwrócił bym produkt . Jeśli macie możliwość kupienia gdzie indziej SKORZYSTAJCIE.""",negative
983,"""Mikrofala ma uszkodzenia myślałam że kupuję produkt bez wad a nie z u outlet jest uszkodzona w 2 miejscach wgniecenie na obudowie z prawej strony wyszczerbiony odłamany kawałek plastiku na obudowie drzwiczek towar był dobrze zabezpieczony więc nie było możliwości uszkodzenia go podczas podróży niestety nie zauważyłam tych uszkodzeń przy odbiorze więc nie było możliwości spisania protokołu bo zorientowałam się następnego dnia """,negative
984,"""NIE POLECAM!!! Obchodźcie szerokim łukiem i nie płaćcie z góry. Sprzedają towar którego nie mają. Wystawiają dużą ilość, a może ktoś się złapie. Po monicie przysyłają, że towar został przekazany kurierowi, a kurier nic o tym nie wie. Kolejne telefony i Pani zwala na magazyn, że coś tam nie poszło, mam czekać sprawdzą. Żadnych odpowiedzi mailowych i telefonicznych. Jedno co to dzięki Allegro szybko zwrócili pieniądze na konto. Koszt wysyłki automat bo smart gratis.""",negative
985,"""Towar zamówiony  i zapłacony 03.04. I do dziś go nie ma. Brak możliwości anulowania zamówienia. Masakra""",negative
986,"""Słabiutka bateria, dodatkowo noże się bardzo grzeją mimo smarowania.  Grzebienie maja jakaś wadę zatrzasków i wypadają, przez co nie można ustawić długości cięcia. Nie polecam. """,negative
987,"""Nie polecam. oleole nie chciało przyjąć zwrotu.  Po interwencji allegro towar z łaską został przyjęty z powrote""",negative
988,"""Druga Kova w której są problemy z przyciskiem 12. Zrobiłem reklamację z tytułu rękojmi z żądaniem wymiany na towar nowy, OleOle bez żadnej informacji po prostu wystawiło fakturę korygującą, czyli zwrot kasy. Po telefonie na ich infolinię konsultant stwierdził że nie mają tego towaru i dlatego jest zwrot kasy. BZDURA. Myszkę mają zarówno na ich stronie firmowej, jak i na Allegro, tyle że w cenie 219zł, a nie 190zł jak wtedy gdy kupiłem. Omijać szerokim łukiem, jak śmierdzące wiadomo co.""",negative
989,"""Niechlujstwo ze strony sprzedającego.Patelnia miała być nowa bez uszkodzeń a przyszła z  dużym wgnieceniem na boku .Należy bardziej kontrolować pracowników pakujących towar.Patelnia na 100% nie została uszkodzona w transporcie a została zapakowana uszkodzona.Reklamacji nie robię bo szkoda mi czasu .""",negative
990,"""Zrobiłem zwrot produktu i po ponad tygodniu nie otrzymałem środków""",negative
991,"""Zamówiłem 14 kwietnia 4 komplety mopów Vileda. Spakowaliscie je razem. Proszę powiedzieć jak można tak wielką paczkę wsadzić do paczkomatu? Po interwencjach 27 kwietnia paczka dotarła... To wasza wina... """,negative
992,"""Nie mogę zareklamować zepsutego ekspresu, który po wyciągnięciu z pudełka już był zepsuty. Nie reagują na telefony i maile. Zero jakiejkolwiek pomocy.""",negative
993,"""Brak dostarczenia przesyłki w określonym czasie (w końcu rezygnacja z zamówienia), po pierwszym tel odnoszącym się do przesyłki zbycie klienta i brak wiadomości zwrotnej o zamówieniu """,negative
994,"""Przesyłka miała być nadana w ciągu 24 godzin, niestety sprzedający nie dotrzymał terminu, paczka przyszła po 13 dniach od zamówienia (musiałam dwukrotnie napisać do firmy aby moją paczkę wysłała) !!! Zamówienie przyszło bez paragonu ani faktury, z błędnymi danymi adresowymi. Nie polecam """,negative
995,"""Bardzo rzadko wystawiam negatywy i staram się być wyrozumiały do Sprzedawców, ale tu nie mam żadnych wątpliwości - Zdecydowany NEWATYW! Nie polecam zakupów u tego Sprzedawcy! Omijać szerokim łukiem! Chyba że macie dużo czasu i nerwy do stracenia! Sprzedawca sprzedaje tusze drukarkowe bliskie terminu ważności. Po interwencji pracowników Allegro, Sprzedawca zaproponował rekompensatę ale nadal długo zwlekał z przelewem środków na konto. Dopiero ponowna interwencja Allegro podziałała. Nie polecam!!!""",negative
